                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.97193,                   2.56,                 1.1045,                0.92457,                 0.5298,                0.77729,                0.58207,                0.72639,                 2.3109,                 0.9536,               0.070326,              0.0032971,              0.0032971
